AnimalName,symptoms1,symptoms2,symptoms3,symptoms4,symptoms5,Dangerous,SuggestedTreatment
Birds,Lepatomegaly,Splenomegaly,Vomiting,Swollen,Shaking oh head,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Balance problem,Abdominal destention,Neck Paralysis,Weight loss,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Legness,Paresis,Coughing,Weight loss,Shortness of breath,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Fever,Sour Throat,Mortality,Muscle aches,Abnormalities,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Difficulty in feeding,Preening,Weakness,Beak overgrowth,Anemia,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Fever,Loss of appetite,Ear infection,Depression,Nasal Discharge,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Forthy eye,Torticollis,Weakness,Swelling,Emaciation,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Inappentence,Diarrhea,Tremors of the head,Dehydration,Weight loss,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Lack of walking,Lack of flying,Roughened,Dehydration,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Skin rashes,Small and yellow bumps,Swelling,Dry Scabs,Lameness,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Scabs On feet,Redness ,Trachea,Thickening of skin,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Enlarged Thymus,Obstructed Lungs,Lethargy,Skin rashes,Weight loss,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Fluffed Feather,Loss of appetite,Coughing,Vomiting,Snoring,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Fever,Difficultty in Breathing,Yellow Eye,Sneezing,Diphtherictic,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Heavy Breathing,Yellow in beak,Tail_Bobbing,Weakness,Sleeping Excessively,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Puffed_up Feather,Less Eat,Headache,Half-closed eye,Seizures,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Fever,Diarrhea,Swollen Abdomen,Vomiting,Difficulty in Breathing,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Birds,Tail Wagging,Straining,Lethargy,Weakness,Diarrhea,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Overweight,Loss of Appetite,Ruffled feathers,Depression,Diarrhea,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Dejection,Loss of Appetite,Stress,Coughing,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Skin infection,Secondary Infection,Coughing,Depression,Shaking oh head,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Discharge From eyes,Lethargy,Coughing,Sneezing,Fatique,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Fever,Chills,Retarded Growth,Chest Pain,Chest Pain,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Pale comb,Lame,Death,Swolling of joint,Eye closed,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Lethargy,Loss of appetite,Difficulty in Swallowing,Weakness,Vision Problem,Yes,Blood tests recommended; supportive care with nutrition and hydration; possible vitamin supplements
Birds,Emaciation,Difficulty in breathing,Vomiting,Weakness,Diarrhea,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Liquid Dropping,Exhaustion,Ataxia,Lethargy,Seizures,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Undigested in their feces,Loss of Appetite,Loss of pigment,Weakness,Bloody in feather,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Sharp Feather,Clubbed Feather,Eye disharge,Loss of powder down,Diarrhea,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Ruffled Appearance,Loss of Appetite,Vomiting,Green Dropping,Nasal Discharge,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Sinuses,Swollen Eyelids,Skin rashes,Sneezing,Misshapen Beak,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Feather Loss,Feather Plucking,Coughing,Itching,Nasal Discharge,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Watery Eyes,Eye closed,Weight loss,Sneezing,Nervous Issue,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Bony Lesion,Skin Rashes,Ataxia,Anorexia,Weakness,Yes,Consult a veterinarian for diagnosis and treatment
Birds,Tremor of head and neck,Blindness,Kicking at the belly,Exercise in tolerance,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Swollen Belly,Dullness,Discharge,Urination,Lying down,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Dullness,Depression,Weight loss,Anorexia,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Succumb,Spread of infection,Weight loss,Anorexia,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Signs in rams,Signs in ewe,Underdeveloped muscles,Semen Examination,Reduce Lamp marking,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Spines,Unusally thin,Weakness,Enlarged skulls,Weakness,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Discharge ,Sudden Abortion,Hemoglobinuria,Death of lamb,Weight Loss,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Hemolytic anemia,Sweats,congestion,Jaundice,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Tiredness,loss of appetite,Muscle aches,Chest Pain,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Excess salivation,Diarrhea,Depression,Nasal discharge,Weakness,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Diarrhea,Incoordination,Abortion,Blood Poisioning ,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Sheep,Fever,Wasting,Dehydration,Deability,Weakness,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Diarrhea,Muscle twiching,Lameness,Weight loss,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Sheep,Teeth griding,Apathy,Dehydration,Ruminal stasis,Watery faeces,,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Depression,Lying down,Weak Pulse,Colic,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Swelling,Lameness,Hyperaestesia,Hock joint,Weight loss,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Head tilt,Circling,Muscles ache,Blindness,Seizures,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Decreased growth of bone,Depression,Grunting,Lameness,Weight loss,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Swollen left abdomen,Lying Down,Staggering,Urination,Extension of neck,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Cessation of eructation,Difficulty in breathing,Depression,Anorexia,Colic,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Excession Salivation,Abnormal conformation,Ulcerated muscle,Ulcerated ear,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Barren ewes,Abortion,Poor conformation,Hairy Fleeces,Weight loss,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Tremor ,Viability,Coughing,Anorexia,Weight Loss,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Tachypea,Swelling of head and neck,Anorexia,Nasal Discharge,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,lllthrift,Skin Lesion,Lameness,Swelling on theBody,Weight loss,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Swelling,Heat,Flank,Pain,Nasal Discharge,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Loss of appetite,Lameness,Rump,Weight Loss,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Swelling,loss of appetite,Anorexia,Weight Loss,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Diarrhea,Bloody droping,Abdominal discomfort,Lethargy,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Sheep,Fever,Depression,Small intestines,Death,Flock Moratality,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,haemorrhage,Straw colored,Abdominal pain,Death,Carcass decomposes,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Bloody Diarhhea,Depression,Dullness,Death,Weakness,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Reluctant Move,Loss of Appetite,Lameness,Death,Weakness,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Depression,loss of appetite,Loss of appetite,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Difficulty in breathing,Lethargy,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Poor wool,Loss of Appetite,Lameness,Small size,Poor Body condition,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Poor immune function,Achomotrica,Dehydration,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Abdominal pain,Diarrhea,Malpresentation,Shock,Anorexia,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fetopelvic dispropotion,Uteria inertia,Despression,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Watery Diarrhea dispropotion,Sick,Corneal Ulceration,Loss of appetite,Death,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Severe kerititis,Conjunctive,Discharge,Iris prolapse,Loss of eye,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Swollen,Testical Pain,Itches,Bloody discharge,Tenderness,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Diarrhea,Depression,Scratches,Weight Loss,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Sheep,Foul Smelling,Dullness,Dirty,Stained Wool,Tail shaking,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Sheep often bites,Fleece become thin,Loss of wool,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Dullness,Dullness,Skin Rashes,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Difficulty in breathing,Rub,Coughing,Sneezing,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Restlessness,Kick,Lethargy,Nible at their wool,Scratching,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Jaundice,Loss of appetite,Rough Hair coat,Coughing,Death,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Reduce Reproductive potential,Agalactia,Loss of milk production,Sloughing of the tail,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Pyrexia,Oral lesion,Swelling,Lameness,Death,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Red skin,Loss of appetite,Moist,Lameness,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Limping,Skin colour change,Flabby,Raw,Sensitive to touch,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Groosly enlarged,Skin may thicken,Convulsion,Edematous,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Hyperexcitability,Muscular Spasms,Gums,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Decreased eyelid,Very cold skin,Lethargy,Lip,Fever,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Diarrhea,Muscus,Weight loss,Death,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Sheep,Foul Smelling,Diarrhea,Colic,Bloody discharge,Blood Clots,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Inability to digest,Diarrhea,Dehydration,Weight loss,Anemia,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Diarrhea,Pot belly,Death,Loss of appettite,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Sheep,Emaciation,Diarrhea,Coughing,Weight loss,Death,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Respiratory distress,Diarrhea,Death,Reduce milk ,Weight loss,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,lllthrift,Bottle jaw,Strange behaviour,Aneamia,Jaundice,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Lameness,Wasting,Blindness,Staggering,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Diarrhea,Clearly unthrifty,Weight loss,Good appetite,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Sheep,Fever,Dullness,Relunctance to walk,Infected navels,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Tenderness,Foot Hot,Facial Paralysis,Weight loss,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Lack of coordination,Painfull to touch,Circling,Depression,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Swollen,Warm,Constipation,Depression,Bloody,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Loss of appetite,Stumbling,Restlessness,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Unsteady Gait,Twitching,Blindness,Swelling on joints,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Ulcer,Scabs,Discharge from eye,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Smell of ammonia,Ulcer,Depression,Swelling,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Lethargy,Blindness,Inappentence,Increased in breathing,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Wandering,Circling,Blindness,Head Pressing,Recumbency,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Tremors,Lying on the side,Difficulty in Swallowing,Death,Not eating,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Difficulty in breathing,Coughing,Sneezing,Seizures,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Swelling,Loss of appetite,Wool loss,Tears,Death,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Wool is clumped,Feels stiff,Staggering,Skin Rashes,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Swaying,Behaviour change,Tremor,Jerky limb movements,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Cell Damage,Behaviour change,Weight loss,Pruritis,Death,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Swelling,Discomfort,Difficulty in rising,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Swollen,Hot joints,Pustulses,Difficulty in Walk,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Formation of vesicles,Nostrils,Abnormally long leg,Scabs on lip,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Skeleten abnormalities,Facial defects,Hair loss,Flat ribs,Underdeveloped muscles,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Wether restless,Kicking,Normal appetite,Attempt to urinate,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Inability to stand ,Pains to Walk,Depression,Weakness,Stiffness,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Succumb,Sluggish,Anorexia,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Listless,Bottle jaw,Malpresentation,Death,Oxygen defiency,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Swelling,Bloody,Death,Anemia,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Thivk skin,Crusty,Scaly skin,Lesion,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Abortion,Vomiting,Weight loss,Anorexia,Yes,"Anti-nausea medications, dietary management, and hydration support"
Sheep,Dizzines,Anemia,Vomiting,Head ache,Nausea,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Wool loss,Swelling,Weight loss,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Tear production,Anversion to light,Bluish white opacity,Blindness,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Swelling,Lameness,Heat,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Skin color change,Crusty,Scaly skin,Irritation,Blister,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Radip onset,Stiff,Muscle Trembling,Weakness,Death,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Head Shking,Discharge from ear,Scartching ear,Odor to Ear,Redness on ear,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Discharge From eyes,Redness of eye,Blindness,Scartches,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Fever,Loss of Appetite,Scartches,Death,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Discomfort,Loss of Appetite,Bloody Diarrhea,Profuse,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Swelling,Larynx,Swelling on jaw,Hoarseness,Neck Vein Swelling,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Inflammation ,Discomfort,Kicking at the belly,Urine infection,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Isolation from flock,Stealing ,Nesting behaviour,Pawing at bedding,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Listless,Difficulty in walking,Grinding of teeth,Blindness,Ataxia,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Bluish white opacity,Aversion to light,Tear produce,Blindness,weakness,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,Head tossing,Wool loss,Fast breathing,Bleeding wounds,Skin issue,Yes,Consult a veterinarian for diagnosis and treatment
Pigs,Coughing ,panting,"facial swelling,",Production of mucus,Fatigue,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,cough,sneeze,droopy wings,twisted neck,droopy wings,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Shortness of breath.,Fatigue,chirping,loss of appetite,swollen abdomen,Yes,Consult a veterinarian for diagnosis and treatment
Other Birds,Gasping,coughing ,mild weakness,droopy wings,twisted neck,Yes,Consult a veterinarian for diagnosis and treatment
Pigs,Excessive blood loss,dizziness and fainting,Blurry vision,watery eyes,slow growth,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Nosebleed ,Trauma,mild weakness,Nose picking,Dry air,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Bleeding from other parts of the body,confusion,Nasal discharge,loss of alertness, dizziness and fainting,Yes,Consult a veterinarian for diagnosis and treatment
Other Birds,Bad breath,Pawing at the face or nose,cough ,Sneezing,Bleeding from the nose,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,extending its neck,gasping for air,gasping for breath,difficulty swallowing,gasping for breath,Yes,Consult a veterinarian for diagnosis and treatment
Duck,difficulty swallowing,cough ,difficulty swallowing,gasping for air,extending its neck,Yes,Consult a veterinarian for diagnosis and treatment
Other Birds,cough ,gasping for air,Weight loss,gasping for breath,extending its neck,Yes,Consult a veterinarian for diagnosis and treatment
Pigs,weakness,decreased stool production,distended stomach,heavy breathing,restless movement,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,Eye redness,Frequent eye Infections,Crusty eye lashes and matting of eyelashes,foul smelling stools, increased passing gas,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Excessive eye watering,Eye redness,weakness,Mucus discharge from the eye,Frequent eye Infections,Yes,Consult a veterinarian for diagnosis and treatment
Other Birds,Sudden death,loss of appetite, rapid heartbeats,fluffed feathers,lack of vocalizations,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,unable to urinate,Lightheadedness ,droopiness,rectal bleeding,swollen abdomen,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Extreme thirst,bloody discharge,Loss of appetite,inability to fly,loss of wariness,Yes,Consult a veterinarian for diagnosis and treatment
Other Birds,Egg production stops,Broody behavior,loss of appetite,Weight loss,Constipation,Yes,Consult a veterinarian for diagnosis and treatment
Fowl,nausea,vomiting,loss of appetite,experiencing changes in weight, pain and bloating,Yes,Consult a veterinarian for diagnosis and treatment
Duck,burning ache or pain,vomiting,loss of appetite,experiencing changes in weight, pain and bloating,Yes,Consult a veterinarian for diagnosis and treatment
Other Birds,Continuous loss of weight,Regurgitation of food,wheezing,Excessive food intake,Undigested seeds,Yes,Consult a veterinarian for diagnosis and treatment
snake,loss of appetite,lathargy,abortion,gurgling sound,Depression,Yes,Consult a veterinarian for diagnosis and treatment
horse,fever,mild colic,loss of tail tone,loss of appetite,depression,Yes,Consult a veterinarian for diagnosis and treatment
horse,head tilt,lathargy,lathargy,urine dribbling,inability to rise,Yes,Consult a veterinarian for diagnosis and treatment
horse,fever,loss of appetite,respiratory noise,Weight loss,depression,Yes,Consult a veterinarian for diagnosis and treatment
horse,fever,nasal discharge,muscular stiffness,swollen lymph nodes,depression,Yes,Consult a veterinarian for diagnosis and treatment
horse,sweating,muscular spasms,thirst,Weight loss,difficulty moving and eating,Yes,Consult a veterinarian for diagnosis and treatment
duck,loss of appetite,high body temperaure,lack of appetite,diarrhea,sudden death,Yes,Consult a veterinarian for diagnosis and treatment
donkey,sweating,dry or tacky gums,reduced appetite,lying down,dull ness,Yes,Consult a veterinarian for diagnosis and treatment
donkey,outstretched neck,dull ness,inappetence,noisy breathing,coughing,Yes,Consult a veterinarian for diagnosis and treatment
Donkey,weight loss,dull ness,inappetence,self-isolation,recumbency,Yes,Consult a veterinarian for diagnosis and treatment
mules,weight loss,dull ness,muscles problem,self-isolation,recumbency,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,changed gait,dull ness,muscles problem,Pain,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,changed gait,dull ness,diffuse,difficulty diagnosis,Anemia,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,Difficulty in breathing,swelling problem,bleeding from wounds,frequent yawning,anorexia,Yes,Consult a veterinarian for diagnosis and treatment
Elephant,undernutrition,drinking polluted water,listlessness,Staggering,anorexia,Yes,Consult a veterinarian for diagnosis and treatment
Deer,wasting,stumbling,listlessness,drooling,drooping ears,Yes,Consult a veterinarian for diagnosis and treatment
Elk,wasting,stumbling,listlessness,drooling,urination problem,Yes,Consult a veterinarian for diagnosis and treatment
Wapiti,wasting,stumbling,listlessness,drooling,urination problem,Yes,Consult a veterinarian for diagnosis and treatment
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,Consult a veterinarian for diagnosis and treatment
Mule deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,Consult a veterinarian for diagnosis and treatment
Black-tailed deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,Consult a veterinarian for diagnosis and treatment
Sika deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,Consult a veterinarian for diagnosis and treatment
White-tailed deer,wasting,stumbling,listlessness,drooling,drooping ears,Yes,Consult a veterinarian for diagnosis and treatment
Reindeer,wasting,stumbling,listlessness,drooling,drooping ears,Yes,Consult a veterinarian for diagnosis and treatment
Moos,wasting,stumbling,Fever,drooling,drooping ears,Yes,Consult a veterinarian for diagnosis and treatment
Tiger,feline infections,lymphosarcoma,difficulty breating,stomatitis,anaemia,Yes,Consult a veterinarian for diagnosis and treatment
Deer,sudden death,high temperature,difficulty breating,Weight loss,trembling,Yes,Consult a veterinarian for diagnosis and treatment
Cattle,sudden death,high temperature,difficulty breating,Aneamia,trembling,Yes,Consult a veterinarian for diagnosis and treatment
Goats,sudden death,high temperature,difficulty breating,Staggering,trembling,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,sudden death,high temperature,rapid pulse and heart rates,Depression,trembling,Yes,Consult a veterinarian for diagnosis and treatment
Buffaloes,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes,Consult a veterinarian for diagnosis and treatment
Goats,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes,Consult a veterinarian for diagnosis and treatment
Cattle,fever,loss of appetite,swollen teats,lameness in affected leg,depression,Yes,Consult a veterinarian for diagnosis and treatment
Cattle,swelling,nasal discharge,drooling,tiredness,fever,Yes,Consult a veterinarian for diagnosis and treatment
Sheep,eye discharges,nasal discharge,change their normal behaviour,high body temperature,lameness,Yes,Consult a veterinarian for diagnosis and treatment
Dogs,stop eating,stop drinking,change their normal behaviour,Lameness,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Fox,stop eating,stop drinking,change their normal behaviour,Weight loss,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Wolves,stop eating,stop drinking,change their normal behaviour,Depression,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Hyaenas,stop eating,stop drinking,change their normal behaviour,diarrhea,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Fever,Diffulty Swallowing,Excessive drooling,Staggering,Seizures,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Fever,Diarrhea,Vomiting,Weight loss,Dehydration,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Duck,Fever,Diarrhea,Coughing,Tiredness,Pains,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Duck,Fever,Diarrhea,Coughing,Vomiting,Anorexia,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Duck,Fever,Difficulty breathing,Coughing,Lethargy,Sneezing,Yes,"Respiratory support, humidifier, and possibly bronchodilators or antibiotics (consult vet)"
Duck,Fever,Diarrhea,Coughing,Lethargy,Blue Eye,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Duck,Fever,Respiratory distress,Seizuers,Hyperesthesia,Sudden death,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Ulcers,Diarrhea,Poor Appetite,Tarry Stool,Enlarged lymph nodes,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Facial Swelling,Bloody Drool,Foul Breath,Unable To Eat,Lossened Teeth,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Fever,Difficulty breathing,Thrist and urination,Weight loss,Enlarged lymph nodes or Swelling,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Swelling on leg,Painfull,Nasal Discharge,Broken Bones,Nasal Discharge,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Short term lethargy,Loss of  appetite,Weekness in the back legs,Rapid Heart Rate,Week pulse,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Swollen lymph nodes,Difficulty walking,Back Pain,Lethargy,Vaginal Discharge,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Fever,Diarrhea,Abdominal pain,Stiffness,Severe weekness and depression,Yes,"Hydration therapy, electrolyte supplements, and fever management (consult vet for antibiotics if needed)"
Duck,Fever,Loss of  appetite,Reduce Energy,Lameness,Swelling of joints,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Fever,Chronic eye inflamation,Poor Appetite,Lethargy,Neurologic abnormalities,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Fever,Swelling of face or leg,Poor Appetite,Depression,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Diarrhea with muscus,Tensemus,Watery Stool,Flatulence,Pains,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Strong cough,Runny nose,Sneezing,Lethargy,Loss of appettite,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Fever,Inflammed eye,Coughing,Depression,Limping,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Fever,Difficulty breathing,Coughing,Eye and Skin change,Unable to exercise,Yes,"Respiratory support, humidifier, and possibly bronchodilators or antibiotics (consult vet)"
Duck,Fever,Loss of  appetite,Coughing,Lethargy,Joint Pain,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Lesions in the nasal cavity,Lesions on nose,Nose Bleeds,Noisy Breathing,Lesions on nose,Yes,Consult a veterinarian for diagnosis and treatment
Duck,Hair loss,Dandruff,Darkened skin,Crusting of the skin,Ulcerated skin,Yes,Consult a veterinarian for diagnosis and treatment
